iter	Recall	Logloss
884	0.8719640397	0.4440902864
885	0.8719640397	0.4440752158
886	0.8720365403	0.4440562145
887	0.8720365403	0.4440353122
888	0.8720365403	0.4440159584
889	0.8718915392	0.443990495
890	0.8719640397	0.443971588
891	0.8719640397	0.4439482376
892	0.8719640397	0.4439281843
893	0.8718915392	0.4439097931
894	0.8718190386	0.4438827405
895	0.8718915392	0.4438597217
896	0.8718915392	0.4438411208
897	0.8716740376	0.4438197111
898	0.8717465381	0.4438007628
899	0.8716740376	0.443781977
900	0.8716740376	0.4437605275
901	0.8716740376	0.4437415584
902	0.871601537	0.4437195788
903	0.871601537	0.4437045412
904	0.8715290365	0.4436846414
905	0.8715290365	0.4436708525
906	0.871601537	0.4436474636
907	0.871601537	0.4436246963
908	0.871601537	0.4436048615
909	0.8715290365	0.4435898105
910	0.8713840354	0.4435669889
911	0.8713840354	0.4435534081
912	0.871601537	0.443535933
913	0.871601537	0.4435149073
914	0.871601537	0.4434949849
915	0.8716740376	0.4434745099
916	0.871601537	0.4434526256
917	0.8718915392	0.4434353539
918	0.8719640397	0.4434156085
919	0.8721090408	0.4433942991
920	0.8719640397	0.4433766189
921	0.8719640397	0.4433537216
922	0.8719640397	0.443336635
923	0.8719640397	0.4433182939
924	0.8720365403	0.4433014053
925	0.8719640397	0.4432801811
926	0.8719640397	0.4432640263
927	0.8719640397	0.4432441871
928	0.8719640397	0.4432223439
929	0.8720365403	0.4432058059
930	0.8720365403	0.44318542
931	0.8721090408	0.4431664966
932	0.8721090408	0.4431491647
933	0.8721815414	0.4431286988
934	0.8721090408	0.4431106742
935	0.8721090408	0.443095282
936	0.8721090408	0.4430767472
937	0.8721815414	0.4430533584
938	0.8722540419	0.4430303936
939	0.8723265424	0.4430113442
940	0.8722540419	0.4429949911
941	0.872399043	0.4429730517
942	0.8723265424	0.442952264
943	0.8723265424	0.4429302514
944	0.8722540419	0.4429115836
945	0.8721815414	0.4428941378
946	0.8722540419	0.4428798247
947	0.8721090408	0.4428619895
948	0.8723265424	0.4428364698
949	0.8722540419	0.4428134255
950	0.872399043	0.4427916217
951	0.872399043	0.4427717304
952	0.872399043	0.4427528612
953	0.8724715435	0.4427313582
954	0.8724715435	0.4427102044
955	0.872399043	0.4426907392
956	0.872399043	0.4426679768
957	0.8723265424	0.4426516386
958	0.8723265424	0.4426308232
959	0.8722540419	0.4426094349
960	0.8723265424	0.442587519
961	0.8723265424	0.4425677688
962	0.8721815414	0.4425483279
963	0.8722540419	0.4425289473
964	0.8723265424	0.442510224
965	0.8724715435	0.4424811679
966	0.8723265424	0.4424655418
967	0.8724715435	0.4424420545
968	0.872399043	0.4424249792
969	0.8723265424	0.4424070347
970	0.8724715435	0.4423861192
971	0.8723265424	0.4423648664
972	0.8723265424	0.4423498594
973	0.872399043	0.4423305572
974	0.872399043	0.4423185869
975	0.8723265424	0.4422960903
976	0.872399043	0.4422790412
977	0.872399043	0.4422599326
978	0.8725440441	0.4422376439
979	0.8726165446	0.4422194059
980	0.8726165446	0.4421974079
981	0.8725440441	0.4421807861
982	0.8724715435	0.4421631334
983	0.8724715435	0.4421427338
984	0.8724715435	0.4421229171
985	0.8725440441	0.4421001637
986	0.8726165446	0.4420807932
987	0.8726165446	0.4420578026
988	0.8726165446	0.4420423192
989	0.8726165446	0.4420262421
990	0.8726890452	0.4420087271
991	0.8727615457	0.4419891094
992	0.8727615457	0.4419733629
993	0.8726890452	0.4419540806
994	0.8727615457	0.4419354272
995	0.8727615457	0.4419166789
996	0.8728340463	0.4418970165
997	0.8729065468	0.4418787426
998	0.8728340463	0.4418620609
999	0.8728340463	0.4418436673
1000	0.8728340463	0.4418261786
1001	0.8726890452	0.4418055
1002	0.8728340463	0.4417905902
1003	0.8728340463	0.4417734348
1004	0.8729790473	0.4417522439
1005	0.8728340463	0.4417339274
1006	0.8729065468	0.4417150992
1007	0.8729065468	0.4416990399
1008	0.8729065468	0.4416814217
1009	0.8729065468	0.4416613799
1010	0.8730515479	0.4416424396
1011	0.8731240484	0.4416208311
1012	0.873196549	0.4416051175
1013	0.8732690495	0.441583132
1014	0.873196549	0.441561208
1015	0.8731240484	0.4415395212
1016	0.8731240484	0.4415159384
1017	0.873196549	0.4415014929
1018	0.873196549	0.4414848901
1019	0.873196549	0.4414684688
1020	0.8734140506	0.4414527024
1021	0.8733415501	0.4414338199
1022	0.8731240484	0.4414149494
1023	0.873196549	0.4413993516
1024	0.8732690495	0.4413713309
1025	0.8732690495	0.4413567008
1026	0.8733415501	0.4413368554
1027	0.8732690495	0.4413189702
1028	0.8730515479	0.44130437
1029	0.8730515479	0.4412831854
1030	0.8730515479	0.4412606282
1031	0.8729790473	0.4412398453
1032	0.8729790473	0.4412216185
1033	0.873196549	0.4411987614
1034	0.873196549	0.4411799024
1035	0.8732690495	0.4411621651
1036	0.873196549	0.4411459793
1037	0.873196549	0.44112805
1038	0.8732690495	0.441107598
1039	0.8733415501	0.4410883161
1040	0.8732690495	0.4410706807
1041	0.8733415501	0.441051283
1042	0.8733415501	0.4410349258
1043	0.8732690495	0.4410136716
1044	0.873196549	0.4409933157
1045	0.8732690495	0.440975108
1046	0.8732690495	0.4409564313
1047	0.8732690495	0.4409373685
1048	0.8734140506	0.4409206367
1049	0.873196549	0.4409051512
1050	0.8733415501	0.4408856978
1051	0.873196549	0.4408685754
1052	0.8731240484	0.4408522696
1053	0.873196549	0.4408339511
1054	0.8732690495	0.4408134383
1055	0.873196549	0.4407974536
1056	0.873196549	0.4407818474
1057	0.8732690495	0.4407620634
1058	0.873196549	0.4407463754
1059	0.873196549	0.4407302317
1060	0.873196549	0.4407125517
1061	0.873196549	0.4406931381
1062	0.873196549	0.4406726508
1063	0.8732690495	0.4406512391
1064	0.8733415501	0.4406355732
1065	0.8731240484	0.4406165179
1066	0.8731240484	0.4405944664
1067	0.8730515479	0.4405717694
1068	0.8731240484	0.4405493678
1069	0.8731240484	0.4405289074
1070	0.8731240484	0.4405114245
1071	0.8731240484	0.4404885512
1072	0.8731240484	0.4404645458
1073	0.8731240484	0.4404486169
1074	0.873196549	0.4404298393
1075	0.8732690495	0.4404082761
1076	0.873196549	0.4403910759
1077	0.8734140506	0.4403715953
1078	0.8733415501	0.4403472795
1079	0.8733415501	0.4403273404
1080	0.8734140506	0.4403079716
1081	0.8732690495	0.44028756
1082	0.8733415501	0.4402700308
