score,label
0.056173462,0
0.7089244,0
0.8076379,1
0.0045920233,0
0.005828806,0
0.7877134,0
0.5962662,0
0.8037016,1
0.4914648,0
0.014086753,0
0.00461549,0
0.086139314,0
0.36527807,0
0.0025650738,0
0.65096104,0
0.32378042,0
0.5497669,0
0.026963769,0
0.509882,0
0.32768655,0
0.6748017,1
0.0039317715,0
0.22913438,0
0.62462336,0
0.0021047776,0
0.84624916,0
0.069318615,0
0.15981573,0
0.17223325,0
0.71316093,0
0.173858,0
0.6331984,0
0.44495848,0
0.34520805,0
0.005417285,0
0.09214635,0
0.0032618078,0
0.006965098,0
0.63224095,0
0.038441036,0
0.27989894,1
0.0019321807,0
0.0033009863,0
0.029106732,0
0.0021040656,0
0.010382948,0
0.38951018,0
0.004181178,0
0.052384347,0
0.042069457,0
0.3458779,0
0.005232846,0
0.54192275,0
0.17283325,0
0.0074215513,0
0.035071682,0
0.036483884,0
0.36178637,1
0.7339113,0
0.2756939,0
0.014154729,0
0.0014495266,0
0.89924085,1
0.77541494,0
0.1336087,0
0.0054582986,0
0.006963179,0
0.5309428,0
0.018847458,0
0.06286174,0
0.84374607,1
0.6636381,1
0.49355215,0
0.26653945,0
0.01961177,0
0.003373013,0
0.31756118,0
0.0053339936,0
0.64287895,1
0.27841118,0
0.016325373,0
0.039217334,0
0.09140483,0
0.051475875,0
0.56409734,0
0.7161277,1
0.36848894,0
0.0023635533,0
0.19583586,1
0.20744883,0
0.028775835,0
0.744396,1
0.0020879952,0
0.0369562,0
0.57926375,0
0.19581899,0
0.58755183,0
0.3842912,0
0.2867583,0
0.23253033,0
0.004711444,0
0.23538837,0
0.50406265,0
0.022176225,0
0.05732074,0
0.0059873383,0
0.04377331,0
0.009142222,0
0.023550482,0
0.25379854,0
0.6963731,0
0.009597447,0
0.5565775,1
0.10707634,0
0.0043912292,0
0.47334015,0
0.010824905,0
0.7221578,0
0.25246656,0
0.32105628,0
0.6056192,1
0.054738868,0
0.6333167,0
0.17773813,0
0.28990725,0
0.09991419,0
0.0029374002,0
0.061102465,0
0.011575365,0
0.8001451,1
0.42193037,0
0.109006904,0
0.8773037,1
0.0030913083,0
0.006765927,0
0.5482985,0
0.013050778,0
0.6683521,0
0.35303527,0
0.011785077,0
0.5984718,1
0.78837544,0
0.0042087617,0
0.8719988,1
0.118498184,0
0.8134135,1
0.021649737,0
0.024779042,0
0.3149568,0
0.5526463,0
0.8034533,0
0.12054669,0
0.30363482,0
0.021024132,0
0.14106752,0
0.0020597626,0
0.627597,0
0.40951714,0
0.00840108,0
0.17815287,1
0.8082992,1
0.01944402,0
0.7751948,0
0.7929681,1
0.005224379,0
0.0038401082,0
0.6455429,0
0.73258567,1
0.7680217,0
0.4876448,0
0.089085035,1
0.0043192874,0
0.037671145,0
0.8420668,1
0.8458695,0
0.008336188,0
0.057522573,1
0.01677129,0
0.74894863,1
0.206659,0
0.8262232,1
0.18192859,0
0.69971913,0
0.008199775,0
0.6435212,1
0.8619043,1
0.5494235,1
0.009548616,0
0.63814145,0
0.7200967,1
0.016481867,0
0.55255115,0
0.69371945,1
0.04157414,0
0.006652891,0
0.56750053,1
0.652686,0
0.009147204,0
0.64116436,0
0.05752009,0
0.7951411,0
0.39490134,1
0.0060218265,0
0.020456368,0
0.19697736,0
0.743413,0
0.08717361,0
0.0050596213,0
0.0014262083,0
0.08539616,0
0.77315253,1
0.007062458,0
0.081273384,0
0.041365333,0
0.044315316,0
0.61186075,1
0.44162557,0
0.74196124,0
0.08118554,0
0.0077033043,0
0.0117983,0
0.43453178,0
0.011772888,0
